"carVIN","trueCarID","scrapeDate","scrapeURL","listingDateDiff","vehicleHistUseType","vehicleHistTitleStatus","vehicleHistNumOwners","vehicleHistAccidents","transmissionType","fuelType","driveType","engineInfo","mileage","interiorColor","exteriorColor","style","monthlyPayment","priceClassDiffDirection","priceClassDiffAmt","priceClassification","mileageRatingCity","mileageRatingHighway","accidentN","ownersN","listPrice","city","state","allFeatures"
"2T1BR30E27C746719","FTP5338","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/2T1BR30E27C746719/2007-toyota-corolla/",-2,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",40185,"NA","Black Sand Pearl","Sedan",161,"below",-86,"Great Price","30 cty "," 38 hwy",0,0,9688,"Freehold"," NJ","4-Wheel ABS ~ A/C ~ Adjustable Steering Wheel ~ AM/FM Stereo ~ Auxiliary Pwr Outlet ~ Bucket Seats ~ Child Safety Locks ~ Cloth Seats ~ Compact Spare Tire ~ Cruise Control ~ Daytime Running Lights ~ Driver Air Bag ~ Emergency Trunk Release ~ Front Disc/Rear Drum Brakes ~ Front Reading Lamps ~ Intermittent Wipers ~ Keyless Entry ~ Multi-CD Changer"
"5YFEPMAE4NP274527","NP274527","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE4NP274527/2022-toyota-corolla/",-44,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",41378,"Black","Black Sand Pearl","Sedan",356,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,21477,"Duluth"," GA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFEPMAE6MP240538","240538","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE6MP240538/2021-toyota-corolla/",-44,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",38055,"Black","Barcelona Red Metallic","Sedan",348,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,20977,"Stafford"," VA","Lane Departure Alert ~ Daytime Running Lights ~ LED Headlamps ~ Alloy Wheels ~ 4-Cyl 1.8 Liter ~ Automatic CVT ~ FWD ~ Convenience Pkg ~ Premium Pkg ~ Hill Start Assist Control ~ Traction Control ~ Stability Control ~ Vehicle Dynamic Control ~ ABS (4-Wheel) ~ Keyless Entry ~ Air Conditioning ~ Power Windows ~ Power Door Locks"
"5YFEPMAE8MP233624","MP233624","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE8MP233624/2021-toyota-corolla/",-42,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",46735,"Black","Super White","Sedan",333,NA,NA,"Fair Price","30 cty "," 38 hwy",NA,NA,20098,"Englewood"," CO","Lane Keeping Assist ~ Bluetooth Connection ~ Black ~  Premium Fabric Seat Trim ~ Super White"
"JTDEPRAEXLJ102100","4980C","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAEXLJ102100/2020-toyota-corolla/",-33,"Rental Use","Clean",2,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",71884,"Black","Blueprint","Sedan",295,"below",-213,"Great Price","30 cty "," 38 hwy",1,2,17794,"Columbus"," GA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"5YFEPRAEXLP111133","LP111133","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAEXLP111133/2020-toyota-corolla/",-154,"Frame Damage","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",50809,"Black","Barcelona Red Metallic","Sedan",304,NA,NA,"Fair Price","30 cty "," 38 hwy",0,2,18339,"Santa Ana"," CA","(W/ Bluetooth ~  Back-Up Camera ~  A/C) ~ 50 State Emissions ~ Barcelona Red Metallic ~ Fleet Credit ~ Air Conditioning: A/C ~ Air Filtration ~ Audio: Am/Fm Stereo ~ Audio: Mp3 Player ~ Brakes: 4-Wheel Disc Brakes ~ Brakes: Abs ~ Engine: 4 Cylinder Engine ~ Front-Wheel Drive ~ Led Brakelights ~ Safety Features: Brake Assist ~ Safety Features: Traction Control ~ Transmission: Cvt Transmission"
"5YFEPMAEXMP179081","MP179081","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAEXMP179081/2021-toyota-corolla/",-34,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",66249,"Black","Black Sand Pearl","Sedan",324,NA,NA,"High Price","30 cty "," 38 hwy",0,0,19525,"Kingwood"," TX","4 Cylinder Engine ~ 4-Wheel ABS ~ 4-Wheel Disc Brakes ~ A/C ~ Adaptive Cruise Control ~ Adjustable Steering Wheel ~ AM/FM Stereo ~ Apple CarPlay ~ Auto-Off Headlights ~ Back-Up Camera ~ Brake Assist ~ Bucket Seats ~ Child Safety Locks ~ Climate Control ~ Cloth Seats ~ Compact Spare Tire ~ Continuously Variable Trans ~ Cruise Control"
"JTDEPRAE6LJ039982","17323","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE6LJ039982/2020-toyota-corolla/",-218,"Mixed Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",82107,"Black","Super White","Sedan",244,"below",-493,"Excellent Price","30 cty "," 38 hwy",1,1,14700,"Phoenix"," AZ","Airbags - Front - Dual ~ Air Conditioning - Front - Single Zone ~ Airbags - Passenger - Occupant Sensing Deactivation ~ Airbags - Front - Side ~ Airbags - Front - Side Curtain ~ Air Conditioning - Front - Automatic Climate Control ~ Air Conditioning - Air Filtration ~ Airbags - Driver - Knee ~ Audio Streaming: Bluetooth ~ Audio - Antenna: Mast ~ Power Brakes ~ Airbags - Rear - Side Curtain ~ Audio Voice Recognition ~ Audio Auxiliary Input: USB ~ Audio Auxiliary Input: Jack ~ Audio Auxiliary Input: IPod/IPhone Integration ~ Audio - Radio Data System ~ Audio - Radio: AM/FM"
"5YFEPMAEXMP214055","23598439","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAEXMP214055/2021-toyota-corolla/?zipcode=27103",-2,"Fleet Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",24960,"NA","Classic Silver Metallic","Sedan",381,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,22998,"Winston Salem"," NC","Rear View Camera ~ Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ SiriusXM Trial Available ~ Bluetooth Technology ~ Automated Cruise Control"
"5YFEPMAEXMP214055","23598439","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAEXMP214055/2021-toyota-corolla/?zipcode=27103",-2,"Fleet Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",24960,"NA","Classic Silver Metallic","Sedan",381,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,22998,"Winston Salem"," NC","Rear View Camera ~ Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ SiriusXM Trial Available ~ Bluetooth Technology ~ Automated Cruise Control"
"JTDS4MCE2MJ074760","230541A","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDS4MCE2MJ074760/2021-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",36019,"Cream","Wind Chill Pearl","Sedan",414,NA,NA,"Fair Price","31 cty "," 40 hwy",0,1,24988,"Daly City"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFEPMAE1NP306091","NP306091","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE1NP306091/2022-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",46675,"NA","Wind Chill Pearl","Sedan",358,"below",-514,"Great Price","30 cty "," 38 hwy",0,1,21591,"Miami"," FL","Lane Keeping Assist ~ Bluetooth Connection ~ Light Gray ~  Premium Fabric Seat Trim"
"5YFEPMAE9MP208005","MP208005","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE9MP208005/2021-toyota-corolla/",-94,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",54533,"Black","Black Sand Pearl","Sedan",314,"below",-137,"Great Price","30 cty "," 38 hwy",0,1,18977,"Florence"," SC","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"2T1BU4EE9BC660412","12194","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/2T1BU4EE9BC660412/2011-toyota-corolla/",-33,"Frame Damage","Clean",7,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",82216,"NA","Brown Sugar Metallic","Sedan",173,"below",-257,"Great Price","26 cty "," 34 hwy",0,7,10450,"Savannah"," GA","Air Conditioning ~  Power Steering ~  Power Mirrors ~  Tachometer ~  Tilt Steering Wheel ~  Telescoping Steering Wheel ~  Driver Airbag ~  Passenger Airbag ~  Side Airbags ~  Keyless Entry ~  ABS Brakes ~  Traction Control ~  Dynamic Stability ~  Rear Defogger ~  Intermittent Wipers ~  AM/FM ~  CD Player ~  Anti-Theft"
"JTDS4MCE4MJ059094","B23216B","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDS4MCE4MJ059094/2021-toyota-corolla/",-8,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",49710,"Black","Celestite","Sedan",369,NA,NA,"Fair Price","31 cty "," 40 hwy",0,0,22250,"Burlington"," NC","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Aluminum Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Temporary Spare Tire ~ Heated Mirrors ~ Power Mirror(s) ~ Integrated Turn Signal Mirrors ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Rear Spoiler ~ Daytime Running Lights ~ Automatic Headlights"
"JTDP4MCEXMJ078187","TMJ078187","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDP4MCEXMJ078187/2021-toyota-corolla/",NA,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",29780,"Black","Black Sand Pearl","Sedan",391,"below",-590,"Great Price","31 cty "," 40 hwy",NA,NA,23595,"Tracy"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDEPMAE4N3013164","23452237","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE4N3013164/2022-toyota-corolla/?zipcode=32904",-3,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",15702,"NA","Wind Chill Pearl","Sedan",398,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,23998,"Melbourne"," FL","Rear View Camera ~ Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ Lane Departure Warning ~ Apple CarPlay ~ Android Auto"
"5YFBURHE0KP875220","P17390A","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE0KP875220/2019-toyota-corolla/",-22,"Rental Use","Clean",3,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",72315,"Black","Classic Silver Metallic","Sedan",298,NA,NA,"Fair Price","28 cty "," 36 hwy",1,1,18000,"Houston"," TX","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 132 Horsepower ~ 6000 Horsepower RPM ~ 128 Torque ~ 4400 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ Variable Valvetrain ~ Double Overhead Valvetrain ~ 16 Number of Valves ~ 10.0 Compression Ratio ~ Eco Mode ~ Sport Mode ~ 28 EPA City Fuel Economy ~ 36 EPA Highway Fuel Economy ~ 32 EPA Combined Fuel Economy"
"JTDBL40E49J049051","1166","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDBL40E49J049051/2009-toyota-corolla/",-118,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",133986,"NA","Wind Chill Pearl","Sedan",166,NA,NA,"Fair Price","27 cty "," 35 hwy",0,2,9999,"Gilroy"," CA","ABS (4-Wheel) ~  Air Conditioning ~  Alloy Wheels ~  AM/FM Stereo ~  Anti-Theft System ~  CD/MP3 (Multi Disc) ~  Cruise Control ~  Daytime Running Lights ~  Dual Air Bags ~  Head Curtain Air Bags ~  Keyless Entry ~  Power Door Locks ~  Power Steering ~  Power Windows ~  Side Air Bags ~  Stability Control ~  Tilt Wheel ~  Traction Control"
"5YFBURHE5HP596631","596631","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE5HP596631/2017-toyota-corolla/",-122,"Frame Damage","Clean",5,2,"Automatic","Gas","FWD","1.8L Inline-4 Gas",83464,"Beige","Brown Sugar Metallic","Sedan",237,"below",-381,"Great Price","28 cty "," 36 hwy",2,5,14300,"Orlando"," FL","Air Conditioning ~ Power Steering ~ Tilt Wheel ~ Power Windows ~ Rear Window Defroster ~ Tinted Glass ~ AM/FM Radio ~ AM/FM Stereo ~ Compact Disc Player ~ Compact Disc Changer ~ Interior air filtration ~ Hands-Free Calling* ~  Remote anti-theft alarm system  ~  Stability control  ~  Dual front side-mounted airbags ~  Self-leveling headlights ~  Dusk sensing headlamps ~  Daytime running lights "
"5YFEPMAE7MP168880","ENT015","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE7MP168880/2021-toyota-corolla/",-2,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",64168,"NA","Black Sand Pearl","Sedan",348,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,20999,"Ardmore"," PA","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams"
"5YFBURHE8HP586594","23481139","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE8HP586594/2017-toyota-corolla/?zipcode=60173",-12,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",47905,"Black","Classic Silver Metallic","Sedan",348,"below",-52,"Great Price","28 cty "," 35 hwy",0,2,20998,"Schaumburg"," IL","Leatherette Seats ~ Sunroof(s) ~ Rear View Camera ~ Front Seat Heaters ~ Auxiliary Audio Input ~ Rear Spoiler ~ Alloy Wheels ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ CD Audio"
"2T1BU4EE5DC035203","622010A","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/2T1BU4EE5DC035203/2013-toyota-corolla/",-30,"Personal Use","Clean",2,0,"Manual","Gas","FWD","1.8L Inline-4 Gas",90848,"NA","Black","Sedan",198,"below",-96,"Great Price","27 cty "," 34 hwy",0,2,11950,"Palatine"," IL","Front Bucket Seats ~ Front Center Armrest ~ Tachometer ~ ABS brakes ~ Anti-whiplash front head restraints ~ Brake assist ~ Bumpers: body-color ~ CD player ~ Driver door bin ~ Driver vanity mirror ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Front reading lights ~ Front wheel independent suspension ~ Illuminated entry ~ Low tire pressure warning ~ MP3 decoder"
"5YFEPMAE4MP245379","PRMP245379","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE4MP245379/2021-toyota-corolla/",-38,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",42886,"Black","Blue Crush Metallic","Sedan",374,"above",316,"Fair Price","30 cty "," 38 hwy",NA,NA,22595,"Tracy"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFEPMAE7MP230892","23946892","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE7MP230892/2021-toyota-corolla/?zipcode=33613",-10,"Mixed Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",42084,"NA","Black Sand Pearl","Sedan",365,"above",115,"Fair Price","30 cty "," 38 hwy",0,1,21998,"Tampa"," FL","Rear View Camera ~ Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ Bluetooth Technology ~ Automated Cruise Control ~ Lane Departure Warning"
"5YFBURHE8KP882688","PKP882688","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE8KP882688/2019-toyota-corolla/",-69,"Rental Use","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",60518,"NA","Red","Sedan",274,"below",-231,"Great Price","28 cty "," 36 hwy",0,3,16547,"Jacksonville"," FL","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: Entune Audio w/6.1'' Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar"
"5YFEPMAE8MP208979","MP208979","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE8MP208979/2021-toyota-corolla/",-75,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",44481,"Black","Wind Chill Pearl","Sedan",309,"below",-633,"Excellent Price","30 cty "," 38 hwy",0,0,18663,"Conyers"," GA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFDPRAE5LP109978","109978","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFDPRAE5LP109978/2020-toyota-corolla/",-73,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",59580,"NA","Blue","Sedan",265,"below",NA,"Excellent Price","30 cty "," 38 hwy",0,1,15997,"Woodbridge"," VA","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 139 Horsepower ~ 6100 Horsepower RPM ~ 126 Torque ~ 3900 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ Variable Valvetrain ~ Double Overhead Valvetrain ~ 16 Number of Valves ~ 10.69 Compression Ratio ~ 30 EPA City Fuel Economy ~ 38 EPA Highway Fuel Economy ~ 33 EPA Combined Fuel Economy ~ Automatic Transmission Type ~ Continuously Variable"
"5YFBURHE3GP475241","GP475241","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE3GP475241/2016-toyota-corolla/",-3,"Personal Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",103460,"NA","NA","Sedan",182,"below",NA,"Excellent Price","27 cty "," 36 hwy",1,1,10999,"Norco"," CA","(S Plus W/ Protection Package) ~ 1 12V Dc Power Outlet ~ 13.2 Gal. Fuel Tank ~ 60-40 Folding Bench Front Facing Fold Forward Seatback Rear Seat ~ Cargo Space Lights ~ Carpet Floor Trim And Carpet Trunk Lid/Rear Cargo Door Trim ~ Safety Features: Automatic Headlights ~ Safety Features: Stability Control ~ Safety Features: Traction Control ~ Steel Spare Wheel ~ Telephone: Bluetooth Connection ~ Tire - Spare: Temporary Spare Tire ~ Trunk Rear Cargo Access"
"5YFBURHE1JP777490","23001","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE1JP777490/2018-toyota-corolla/",-10,"Fleet Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",41761,"Black","Wind Chill Pearl","Sedan",282,"below",-619,"Excellent Price","28 cty "," 36 hwy",1,1,16995,"Brockton"," MA","Warranty ~ AM/FM Stereo ~ Premium Wheels ~ Trip Odometer ~ Front Disc Brakes ~ Intermittent Wipers ~ Bucket Seats ~ Cloth Seats ~ Mirrors-Pwr Driver ~ Power Mirrors ~ Air Bag - Driver ~ Air Bag - Passenger ~ Air Bag - Side ~ Rear Defrost ~ Air Conditioning ~ Tachometer ~ Tinted Glass ~ Map Pockets"
"JTDEPMAE1MJ163422","K163422B","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE1MJ163422/2021-toyota-corolla/",-14,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",17037,"NA","Blueprint","Sedan",356,NA,NA,"Great Price","30 cty "," 38 hwy",0,0,21488,"Kingwood"," TX","Wheels: 16'' Wide Vent Steel ~ Premium Fabric Seat Trim ~ Radio: Audio ~ 4-Wheel Disc Brakes ~ 6 Speakers ~ Air Conditioning ~ Electronic Stability Control ~ Front Bucket Seats ~ Front Center Armrest ~ Tachometer ~ ABS brakes ~ Automatic temperature control ~ Brake assist ~ Bumpers: body-color ~ Delay-off headlights ~ Driver door bin ~ Driver vanity mirror ~ Dual front impact airbags"
"JTDEPRAE2LJ059310","23763157","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE2LJ059310/2020-toyota-corolla/?zipcode=30144",-7,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",22325,"Black","Black Sand Pearl","Sedan",365,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,21998,"Kennesaw"," GA","Rear View Camera ~ Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Rear Defroster ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ Bluetooth Technology ~ Lane Departure Warning ~ Entune ~ Automated Cruise Control"
"JTDEPMAE0MJ119489","J119489","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE0MJ119489/2021-toyota-corolla/",-7,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",64022,"Black","Black Sand Pearl","Sedan",302,"below",-310,"Great Price","30 cty "," 38 hwy",0,0,18249,"Holiday"," FL","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams"
"JTDEPRAE6LJ107231","LJ107231","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE6LJ107231/2020-toyota-corolla/",-4,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",7454,"NA","Celestite","Sedan",315,"below",-681,"Excellent Price","30 cty "," 38 hwy",0,1,19015,"New Port Richey"," FL","4 Cylinder Engine ~ 4-Wheel ABS ~ 4-Wheel Disc Brakes ~ A/C ~ Adaptive Cruise Control ~ Adjustable Steering Wheel ~ AM/FM Stereo ~ Apple CarPlay ~ Auto-Off Headlights ~ Back-Up Camera ~ Brake Assist ~ Bucket Seats ~ Child Safety Locks ~ Climate Control ~ Cloth Seats ~ Compact Spare Tire ~ Continuously Variable Trans ~ Cruise Control"
"5YFEPMAE6MP217454","23731475","2023-02-23","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE6MP217454/2021-toyota-corolla/?zipcode=93307",-4,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",35266,"Black","Super White","Sedan",381,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,22998,"Bakersfield"," CA","Rear View Camera ~ Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ Bluetooth Technology ~ Automated Cruise Control ~ Lane Departure Warning"
